id,datasource,label,comment
rdb_0,ds_0,"raster_species","This database relates GBIF occurrences with raster data from Worldclim and NEO"
rdb_0,ds_1,"raster_species","This database relates GBIF occurrences with raster data from Worldclim and NEO"
rdb_0,ds_2,"raster_species","This database relates GBIF occurrences with raster data from Worldclim and NEO"
